carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_encoded,color_encoded,clarity_encoded,segment
1.01,Premium,H,VS2,59.1,58.0,5166,6.58,6.59,3.89,168.67895800000002,3,2,3,0
1.01,Ideal,H,VS2,62.7,56.0,5166,6.35,6.4,4.0,162.56,4,2,3,0
1.01,Good,H,VS2,63.1,59.0,5166,6.3,6.34,3.99,159.36858,1,2,3,1
1.01,Premium,H,VS2,61.6,59.0,5166,6.45,6.47,3.98,166.09136999999998,3,2,3,0
1.01,Premium,H,VS2,61.6,59.0,5166,6.39,6.41,3.94,161.382006,3,2,3,0
1.01,Premium,H,VS2,61.3,59.0,5166,6.41,6.45,3.94,162.89733,3,2,3,0
1.01,Very Good,D,SI2,64.0,56.0,5166,6.3,6.38,4.06,163.18763999999996,2,6,1,1
1.01,Ideal,G,SI1,62.2,55.0,5166,6.44,6.46,4.01,166.825624,4,3,2,0
1.25,Premium,J,SI1,62.0,58.0,5166,6.9,6.88,4.27,202.70543999999998,3,0,2,0
1.25,Premium,I,SI2,60.5,58.0,5166,7.0,6.96,4.22,205.59839999999997,3,1,1,0
1.05,Premium,H,VS2,62.3,57.0,5166,6.49,6.45,4.03,168.69781500000002,3,2,3,0
0.9,Very Good,F,VS1,61.5,55.0,5167,6.25,6.28,3.85,151.1125,2,4,4,1
1.07,Ideal,I,VS2,60.6,59.0,5167,6.64,6.62,4.02,176.706336,4,1,3,0
1.09,Good,F,SI2,60.8,61.4,5167,6.59,6.64,4.02,175.90555199999997,1,4,1,1
0.91,Premium,G,VVS2,61.8,58.0,5167,6.24,6.16,3.83,147.219072,3,3,5,0
0.91,Premium,D,VS2,62.0,58.0,5167,6.2,6.15,3.83,146.0379,3,6,3,0
1.35,Premium,G,SI2,60.5,60.0,5167,7.16,7.11,4.32,219.92083200000002,3,3,1,0
0.91,Premium,E,VS1,61.9,59.0,5167,6.23,6.17,3.84,147.606144,3,5,4,0
1.18,Good,D,SI2,60.7,63.0,5168,6.77,6.81,4.12,189.94724399999998,1,6,1,1
1.0,Very Good,D,VS2,63.4,59.0,5169,6.35,6.3,4.01,160.42004999999997,2,6,3,1
1.02,Premium,G,SI1,61.7,58.0,5169,6.47,6.37,3.96,163.207044,3,3,2,0
1.3,Ideal,G,SI2,61.9,57.0,5169,7.01,6.95,4.32,210.46824,4,3,1,0
1.0,Premium,H,VS1,61.8,61.0,5169,6.4,6.31,3.93,158.70912,3,2,4,0
1.25,Premium,J,VS2,62.0,59.0,5170,6.87,6.9,4.27,202.41081,3,0,3,0
1.57,Ideal,H,I1,62.8,56.0,5170,7.42,7.36,4.64,253.395968,4,2,0,0
0.93,Ideal,H,VS1,61.8,57.0,5171,6.23,6.27,3.86,150.779706,4,2,4,0
1.08,Fair,H,VVS2,55.9,63.0,5171,6.9,6.8,3.83,179.70360000000002,0,2,5,1
1.08,Premium,H,SI1,62.6,58.0,5171,6.56,6.53,4.1,175.63087999999996,3,2,2,0
1.02,Premium,H,VS2,61.9,57.0,5171,6.5,6.4,3.99,165.984,3,2,3,0
1.16,Ideal,G,SI2,61.6,55.0,5171,6.8,6.78,4.18,192.71471999999997,4,3,1,0
1.01,Very Good,H,SI1,63.0,57.0,5172,6.34,6.36,4.0,161.2896,2,2,2,0
1.08,Ideal,I,VS2,61.9,57.0,5172,6.54,6.61,4.07,175.94365800000003,4,1,3,0
1.26,Premium,J,VS2,62.0,60.0,5173,7.0,6.86,4.3,206.48600000000002,3,0,3,0
1.2,Very Good,D,SI2,63.2,60.0,5174,6.65,6.54,4.17,181.35747,2,6,1,1
1.0,Very Good,E,SI1,63.5,61.0,5174,6.33,6.24,3.99,157.601808,2,5,2,1
1.2,Premium,H,SI2,62.4,61.0,5174,6.81,6.78,4.24,195.768432,3,2,1,0
1.2,Ideal,I,SI1,62.1,55.0,5174,6.83,6.79,4.23,196.16921100000002,4,1,2,0
1.01,Very Good,F,SI1,62.7,57.0,5174,6.32,6.38,3.98,160.479968,2,4,2,1
1.01,Very Good,F,SI1,61.0,57.0,5174,6.44,6.54,3.96,166.785696,2,4,2,1
1.2,Ideal,I,SI1,62.2,56.0,5174,6.75,6.73,4.19,190.34122500000004,4,1,2,0
1.14,Ideal,J,SI1,61.5,56.0,5174,6.7,6.74,4.13,186.50254,4,0,2,0
1.0,Good,E,SI1,63.7,60.0,5174,6.29,6.24,3.99,156.605904,1,5,2,1
1.0,Good,D,VS2,62.1,64.0,5174,6.38,6.35,3.95,160.02635,1,6,3,1
1.0,Premium,D,VS2,62.9,57.0,5174,6.37,6.32,3.99,160.63101600000002,3,6,3,0
1.2,Premium,H,VVS2,60.0,60.0,5174,6.86,6.78,4.09,190.229172,3,2,5,0
1.0,Premium,E,SI1,61.1,60.0,5174,6.47,6.42,3.94,163.657356,3,5,2,0
1.1,Ideal,E,SI2,61.6,56.0,5174,6.64,6.61,4.08,179.072832,4,5,1,0
1.1,Premium,E,SI2,61.7,59.0,5174,6.64,6.59,4.08,178.53100799999999,3,5,1,0
1.23,Ideal,I,SI2,62.1,56.0,5175,6.84,6.88,4.26,200.47219199999998,4,1,1,0
1.3,Good,J,VS2,63.6,59.0,5175,6.87,6.9,4.38,207.62514000000002,1,0,3,0
1.0,Very Good,E,SI1,63.1,59.0,5175,6.34,6.4,4.02,163.11551999999998,2,5,2,1
1.31,Premium,E,SI2,61.2,60.0,5176,7.02,6.93,4.27,207.72952199999995,3,5,1,0
0.91,Ideal,F,SI1,62.0,55.0,5176,6.21,6.24,3.86,149.57654399999998,4,4,2,0
1.3,Premium,J,SI1,61.5,58.0,5176,7.02,6.97,4.3,210.39641999999998,3,0,2,0
1.08,Ideal,D,SI2,59.1,60.0,5177,6.7,6.76,3.98,180.26216,4,6,1,0
1.07,Premium,G,VS2,59.8,58.0,5177,6.67,6.63,3.98,176.00395799999998,3,3,3,0
1.12,Ideal,H,SI2,62.4,54.0,5178,6.65,6.68,4.16,184.79551999999998,4,2,1,0
1.11,Fair,H,SI1,65.7,61.0,5178,6.42,6.39,4.21,172.71019799999996,0,2,2,1
1.13,Very Good,H,SI2,62.0,58.0,5179,6.67,6.71,4.15,185.736155,2,2,1,0
1.13,Premium,E,SI1,60.8,58.0,5179,6.77,6.71,4.1,186.24946999999997,3,5,2,0
1.04,Premium,H,SI1,60.7,58.0,5179,6.55,6.53,3.97,169.80285500000002,3,2,2,0
1.03,Ideal,I,VS1,61.3,53.0,5181,6.54,6.57,4.01,172.300878,4,1,4,0
1.23,Ideal,J,SI1,61.3,54.0,5181,6.92,6.97,4.26,205.470024,4,0,2,0
1.18,Premium,E,SI2,62.5,60.0,5181,6.74,6.7,4.2,189.6636,3,5,1,0
1.12,Premium,G,SI1,59.5,62.0,5181,6.81,6.76,4.04,185.98382399999997,3,3,2,0
1.69,Very Good,J,I1,60.2,61.0,5182,7.7,7.79,4.66,279.52078,2,0,0,2
1.18,Ideal,J,VS1,61.4,56.0,5182,6.79,6.82,4.18,193.56660399999998,4,0,4,0
1.18,Ideal,J,VS1,61.7,56.0,5182,6.79,6.82,4.2,194.49276,4,0,4,0
1.01,Ideal,I,VS1,61.1,54.0,5182,6.46,6.48,3.95,165.35016000000002,4,1,4,0
1.18,Ideal,H,SI2,61.2,57.0,5182,6.81,6.86,4.18,195.275388,4,2,1,0
0.92,Very Good,G,VVS2,62.3,57.0,5183,6.19,6.27,3.88,150.58784400000002,2,3,5,0
1.02,Premium,E,SI1,62.6,58.0,5183,6.44,6.47,4.05,168.75054,3,5,2,0
1.2,Very Good,G,SI2,62.1,56.0,5183,6.79,6.87,4.24,197.78455200000002,2,3,1,0
1.02,Premium,E,SI1,61.5,58.0,5183,6.46,6.51,3.99,167.797854,3,5,2,0
1.02,Good,E,SI1,63.2,61.0,5183,6.31,6.37,4.01,161.18074699999997,1,5,2,1
1.06,Premium,G,SI1,62.7,56.0,5183,6.55,6.46,4.08,172.63703999999998,3,3,2,0
1.23,Premium,H,SI1,62.1,58.0,5183,6.85,6.78,4.23,196.45389,3,2,2,0
1.01,Ideal,F,SI1,62.0,57.0,5184,6.38,6.42,3.97,162.60961200000003,4,4,2,0
1.21,Premium,I,SI2,62.7,55.0,5184,6.84,6.79,4.27,198.31417199999996,3,1,1,0
1.21,Premium,G,SI2,59.1,55.0,5184,7.04,6.98,4.14,203.436288,3,3,1,0
1.21,Ideal,I,SI2,60.6,56.0,5184,6.94,6.92,4.2,201.70416,4,1,1,0
1.01,Fair,E,SI1,56.8,61.0,5185,6.59,6.62,3.75,163.59675,0,5,2,1
1.01,Very Good,H,VS2,62.0,59.0,5186,6.45,6.48,4.01,167.60196000000002,2,2,3,0
1.15,Very Good,D,SI2,61.8,61.0,5186,6.62,6.69,4.11,182.02285800000004,2,6,1,1
1.09,Premium,D,SI2,60.3,60.0,5186,6.68,6.61,4.01,177.060748,3,6,1,0
1.05,Fair,F,SI1,64.6,57.0,5186,6.39,6.33,4.11,166.244157,0,4,2,1
1.31,Very Good,I,SI2,59.6,60.0,5187,7.09,7.17,4.25,216.05002499999998,2,1,1,0
1.06,Ideal,H,SI1,61.7,56.0,5188,6.58,6.55,4.05,174.55094999999997,4,2,2,0
1.01,Ideal,H,SI1,62.1,59.0,5189,6.38,6.43,3.98,163.27313199999998,4,2,2,0
1.08,Very Good,E,SI1,63.1,59.0,5189,6.53,6.49,4.11,174.18056700000002,2,5,2,1
1.04,Ideal,H,VS2,61.0,57.0,5189,6.56,6.53,3.99,170.918832,4,2,3,0
1.08,Ideal,E,SI1,62.6,57.0,5189,6.56,6.53,4.1,175.63087999999996,4,5,2,0
1.01,Premium,H,VS2,61.0,61.0,5190,6.47,6.39,3.92,162.065736,3,2,3,0
1.21,Very Good,H,SI2,62.1,60.0,5190,6.77,6.82,4.22,194.84330799999998,2,2,1,0
1.21,Very Good,I,SI1,61.2,62.0,5190,6.81,6.84,4.18,194.70607199999998,2,1,2,0
1.18,Premium,G,SI2,61.4,58.0,5190,6.82,6.77,4.17,192.534738,3,3,1,0
1.18,Premium,G,SI2,62.5,54.0,5190,6.81,6.78,4.25,196.23014999999998,3,3,1,0
1.23,Very Good,I,SI2,62.6,59.0,5191,6.78,6.86,4.27,198.601116,2,1,1,0
1.15,Premium,H,VS2,60.2,58.0,5191,6.86,6.8,4.11,191.72328000000002,3,2,3,0
1.01,Very Good,G,SI1,63.7,60.0,5192,6.31,6.35,4.03,161.47605499999997,2,3,2,0
1.11,Very Good,H,SI1,60.8,60.0,5192,6.62,6.77,4.07,182.40681800000002,2,2,2,0
1.11,Very Good,H,SI1,63.2,58.0,5192,6.53,6.61,4.15,179.12769500000005,2,2,2,0
1.05,Ideal,G,SI1,61.8,56.0,5192,6.5,6.54,4.03,171.3153,4,3,2,0
1.22,Ideal,J,SI1,62.3,55.0,5192,6.91,6.83,4.28,201.99588400000002,4,0,2,0
1.22,Very Good,H,SI2,63.1,59.0,5192,6.81,6.75,4.28,196.74089999999998,2,2,1,0
1.22,Premium,H,SI2,61.6,59.0,5192,6.82,6.75,4.18,192.4263,3,2,1,0
1.15,Very Good,E,SI2,63.1,63.0,5193,6.63,6.53,4.15,179.66968500000002,2,5,1,1
1.15,Premium,E,SI2,61.7,59.0,5193,6.7,6.66,4.12,183.84264000000002,3,5,1,0
1.13,Premium,H,SI1,62.3,58.0,5194,6.68,6.67,4.16,185.351296,3,2,2,0
1.06,Ideal,H,SI1,61.4,55.0,5194,6.62,6.58,4.05,176.41638,4,2,2,0
0.9,Very Good,D,VS1,58.9,59.0,5195,6.22,6.31,3.69,144.82585799999998,2,6,4,1
1.02,Ideal,F,SI1,60.3,60.0,5195,6.55,6.51,3.94,168.00356999999997,4,4,2,0
1.1,Very Good,I,VS1,60.8,58.3,5196,6.63,6.68,4.04,178.92513599999998,2,1,4,0
1.0,Premium,F,SI1,62.3,59.0,5197,6.37,6.43,3.99,163.42680900000002,3,4,2,0
1.0,Premium,F,SI1,61.2,58.0,5197,6.4,6.44,3.93,161.97888000000003,3,4,2,0
1.0,Premium,F,SI1,60.3,58.0,5197,6.43,6.47,3.89,161.832169,3,4,2,0
1.0,Ideal,F,SI1,62.0,57.0,5197,6.37,6.43,3.97,162.607627,4,4,2,0
1.0,Ideal,F,SI1,61.5,57.0,5197,6.41,6.46,3.96,163.978056,4,4,2,0
1.0,Premium,F,SI1,60.7,60.0,5197,6.36,6.4,3.87,157.52448000000004,3,4,2,0
1.0,Premium,F,SI1,61.6,60.0,5197,6.31,6.41,3.9,157.74369,3,4,2,0
1.0,Ideal,F,SI1,61.9,56.0,5197,6.36,6.41,3.95,161.03202000000002,4,4,2,0
1.25,Good,I,SI2,63.3,55.8,5197,6.83,6.87,4.34,203.64191399999999,1,1,1,0
1.0,Premium,F,SI1,62.7,59.0,5197,6.36,6.4,4.0,162.81600000000003,3,4,2,0
1.0,Premium,F,SI1,62.6,60.0,5197,6.3,6.32,3.95,157.2732,3,4,2,0
1.0,Very Good,F,SI1,61.6,61.0,5197,6.3,6.37,3.9,156.5109,2,4,2,1
1.05,Very Good,G,SI1,61.6,57.0,5197,6.51,6.54,4.02,171.153108,2,3,2,0
1.01,Good,H,SI1,59.5,62.0,5197,6.49,6.55,3.88,164.93686,1,2,2,1
1.02,Good,D,SI1,57.2,54.0,5198,6.66,6.62,3.8,167.53895999999997,1,6,2,1
1.19,Fair,I,SI1,64.9,58.0,5198,6.64,6.55,4.28,186.14576,0,1,2,1
1.02,Premium,D,SI2,59.7,60.0,5198,6.58,6.55,3.92,168.94807999999998,3,6,1,0
1.02,Very Good,D,SI1,63.2,58.0,5198,6.41,6.35,4.03,164.03510500000002,2,6,2,1
1.01,Good,G,VS2,63.1,55.0,5199,6.36,6.38,4.02,163.11873599999998,1,3,3,1
1.01,Premium,H,VS1,62.7,58.0,5199,6.37,6.39,4.0,162.81719999999999,3,2,4,0
1.04,Ideal,I,VS1,62.4,57.0,5199,6.44,6.48,4.03,168.17673600000003,4,1,4,0
1.1,Ideal,I,SI1,61.6,55.0,5199,6.66,6.68,4.11,182.848968,4,1,2,0
1.05,Ideal,H,SI1,61.1,56.0,5200,6.52,6.58,4.0,171.60639999999998,4,2,2,0
1.01,Ideal,H,SI1,60.4,58.0,5200,6.47,6.5,3.92,164.8556,4,2,2,0
0.9,Good,E,VS1,62.7,58.0,5201,6.07,6.12,3.82,141.906888,1,5,4,1
0.92,Very Good,D,VS1,60.6,61.0,5202,6.21,6.29,3.79,148.040811,2,6,4,1
1.01,Premium,F,SI1,62.6,58.0,5202,6.37,6.32,3.97,159.825848,3,4,2,0
1.01,Premium,F,SI1,61.7,58.0,5202,6.44,6.39,3.96,162.960336,3,4,2,0
2.06,Premium,J,I1,61.2,58.0,5203,8.1,8.07,4.95,323.56665000000004,3,0,0,2
1.01,Premium,H,SI1,61.8,59.0,5204,6.38,6.33,3.93,158.714622,3,2,2,0
1.01,Very Good,H,VS2,61.6,60.0,5204,6.46,6.39,3.96,163.466424,2,2,3,0
1.05,Ideal,G,SI1,59.7,56.0,5204,6.67,6.64,3.97,175.82653599999998,4,3,2,0
1.01,Ideal,G,SI1,60.8,56.0,5204,6.53,6.49,3.96,167.823612,4,3,2,0
1.01,Premium,G,SI1,60.0,58.0,5204,6.54,6.5,3.91,166.2141,3,3,2,0
1.05,Ideal,D,SI2,61.9,56.0,5204,6.53,6.5,4.03,171.05335000000002,4,6,1,0
1.06,Premium,H,VS2,60.8,59.0,5205,6.55,6.58,3.99,171.96501,3,2,3,0
1.01,Premium,D,SI2,59.3,59.0,5206,6.57,6.54,3.89,167.144742,3,6,1,0
1.16,Ideal,G,SI2,61.5,54.0,5206,6.75,6.78,4.16,190.38240000000002,4,3,1,0
1.01,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98,166.34648800000002,4,5,2,0
1.03,Ideal,I,VS1,60.9,56.0,5206,6.52,6.59,3.99,171.437532,4,1,4,0
1.01,Ideal,D,SI2,62.5,57.0,5206,6.39,6.35,3.98,161.49446999999998,4,6,1,0
1.26,Premium,I,SI2,60.1,59.0,5207,7.03,6.99,4.21,206.878137,3,1,1,0
1.07,Ideal,I,VS1,62.0,57.0,5207,6.5,6.56,4.05,172.692,4,1,4,0
1.16,Ideal,I,VS2,61.5,57.0,5207,6.75,6.78,4.16,190.38240000000002,4,1,3,0
0.77,Ideal,D,VVS2,62.3,57.0,5207,5.83,5.85,3.64,124.14402,4,6,5,3
1.26,Premium,J,SI1,61.7,58.0,5207,6.99,6.91,4.29,207.21086100000002,3,0,2,0
1.0,Premium,H,VS2,59.3,61.0,5208,6.47,6.45,3.83,159.83164499999998,3,2,3,0
1.5,Good,H,SI2,64.0,61.0,5208,7.18,7.14,4.58,234.79461599999996,1,2,1,0
1.24,Fair,H,SI2,65.0,54.0,5208,6.76,6.73,4.38,199.267224,0,2,1,1
1.24,Premium,I,SI1,62.9,60.0,5208,6.8,6.74,4.26,195.24432,3,1,2,0
1.0,Good,H,VS2,56.9,63.0,5208,6.6,6.57,3.75,162.60750000000002,1,2,3,1
1.23,Premium,J,VS1,60.1,60.0,5209,6.9,6.95,4.16,199.49280000000002,3,0,4,0
1.29,Very Good,J,SI1,61.2,58.0,5209,6.97,7.02,4.28,209.41783199999998,2,0,2,0
1.01,Premium,D,SI1,61.7,59.0,5210,6.4,6.43,3.96,162.96192,3,6,2,0
0.92,Very Good,E,VS1,61.3,57.0,5210,6.22,6.27,3.83,149.36770199999998,2,5,4,1
1.21,Very Good,J,VS2,61.5,58.0,5211,6.85,6.9,4.23,199.93095000000002,2,0,3,0
1.26,Good,J,VS2,63.2,57.3,5211,6.81,6.86,4.32,201.81571200000002,1,0,3,0
1.2,Very Good,H,SI2,58.8,61.0,5211,6.94,6.98,4.09,198.12450800000002,2,2,1,0
1.2,Very Good,I,SI1,62.9,57.0,5211,6.73,6.78,4.25,193.92495000000002,2,1,2,0
1.2,Good,I,SI1,62.3,58.0,5211,6.66,6.72,4.17,186.629184,1,1,2,0
1.2,Good,I,SI1,63.9,56.0,5211,6.62,6.69,4.25,188.22315000000003,1,1,2,0
1.0,Fair,E,SI1,57.4,62.0,5212,6.54,6.59,3.77,162.481722,0,5,2,1
0.91,Ideal,F,VS2,62.8,57.0,5214,6.18,6.2,3.89,149.04924000000003,4,4,3,0
1.33,Premium,H,SI2,61.9,58.0,5214,7.07,7.01,4.36,216.084652,3,2,1,0
1.36,Very Good,J,SI2,62.6,58.0,5215,7.0,7.12,4.42,220.2928,2,0,1,0
1.01,Ideal,F,SI1,59.9,60.0,5215,6.59,6.53,3.93,169.118511,4,4,2,0
1.01,Very Good,E,SI1,62.0,61.0,5216,6.38,6.42,3.97,162.60961200000003,2,5,2,1
1.15,Ideal,I,SI2,61.3,57.0,5216,6.78,6.71,4.13,187.889394,4,1,1,0
1.23,Very Good,J,VS2,62.9,58.0,5217,6.75,6.83,4.27,196.85767499999997,2,0,3,0
1.02,Very Good,H,VS2,62.5,56.0,5217,6.42,6.45,4.02,166.46417999999997,2,2,3,0
1.02,Premium,H,VS2,62.5,60.0,5217,6.38,6.43,4.0,164.09359999999998,3,2,3,0
1.02,Premium,H,VS2,61.2,58.0,5217,6.47,6.5,3.97,166.95835,3,2,3,0
1.23,Ideal,J,VS2,61.5,57.0,5217,6.9,6.95,4.26,204.28830000000002,4,0,3,0
1.21,Premium,H,SI2,61.9,55.0,5218,6.84,6.79,4.22,195.99199199999998,3,2,1,0
0.9,Very Good,F,VS2,61.8,57.0,5218,6.16,6.23,3.83,146.983144,2,4,3,1
1.1,Very Good,F,VS2,63.5,55.0,5218,6.58,6.52,4.16,178.470656,2,4,3,0
1.21,Premium,H,SI2,60.9,61.0,5218,6.88,6.82,4.17,195.663072,3,2,1,0
1.21,Ideal,I,SI1,62.4,55.0,5218,6.81,6.78,4.24,195.768432,4,1,2,0
1.21,Premium,I,SI1,62.8,57.0,5218,6.74,6.67,4.21,189.26391800000002,3,1,2,0
1.09,Premium,H,SI1,61.6,57.0,5219,6.63,6.59,4.07,177.825219,3,2,2,0
1.09,Premium,H,SI1,62.4,59.0,5219,6.53,6.48,4.06,171.79646400000001,3,2,2,0
1.0,Good,H,VS1,61.8,61.0,5219,6.4,6.31,3.93,158.70912,1,2,4,1
1.02,Good,D,SI1,61.0,63.0,5219,6.48,6.54,3.97,168.245424,1,6,2,1
1.09,Ideal,H,SI1,62.3,55.0,5219,6.61,6.58,4.11,178.759518,4,2,2,0
1.09,Ideal,H,SI1,61.1,57.0,5219,6.71,6.62,4.07,180.79021400000002,4,2,2,0
1.09,Ideal,H,SI1,61.1,57.0,5219,6.69,6.6,4.1,181.0314,4,2,2,0
1.09,Ideal,H,SI1,62.5,56.0,5219,6.58,6.53,4.1,176.16634,4,2,2,0
1.13,Premium,E,SI2,60.4,59.0,5220,6.7,6.75,4.06,183.6135,3,5,1,0
1.13,Very Good,I,VS1,61.7,54.0,5220,6.71,6.74,4.15,187.68541000000002,2,1,4,0
1.07,Ideal,H,SI1,62.1,57.0,5220,6.5,6.55,4.05,172.42874999999998,4,2,2,0
1.04,Ideal,F,SI1,61.4,59.0,5220,6.46,6.5,3.98,167.1202,4,4,2,0
1.2,Very Good,H,SI2,63.5,57.0,5221,6.67,6.71,4.25,190.211725,2,2,1,0
1.24,Ideal,I,SI2,61.9,57.0,5221,6.87,6.92,4.27,202.99750799999998,4,1,1,0
1.0,Premium,F,SI1,62.3,59.0,5221,6.44,6.36,3.99,163.42401600000002,3,4,2,0
1.0,Ideal,F,SI1,62.7,57.0,5221,6.44,6.38,4.02,165.170544,4,4,2,0
1.11,Good,I,VVS2,60.1,64.0,5221,6.73,6.62,4.02,179.101452,1,1,5,0
1.02,Very Good,F,SI1,62.2,56.0,5222,6.39,6.43,3.99,163.939923,2,4,2,1
0.9,Ideal,H,VS1,62.2,56.0,5222,6.16,6.18,3.84,146.18419199999997,4,2,4,0
1.28,Very Good,F,SI2,62.5,55.0,5223,6.91,7.0,4.35,210.4095,2,4,1,0
1.06,Ideal,E,SI2,62.2,55.0,5223,6.51,6.54,4.06,172.856124,4,5,1,0
1.04,Premium,G,SI1,62.7,59.0,5223,6.47,6.41,4.04,167.54970799999998,3,3,2,0
1.15,Ideal,G,SI1,61.7,56.0,5224,6.72,6.76,4.16,188.977152,4,3,2,0
1.01,Very Good,E,SI1,59.5,60.0,5224,6.49,6.55,3.88,164.93686,2,5,2,1
1.01,Very Good,E,SI1,62.3,60.0,5224,6.36,6.39,3.97,161.342388,2,5,2,1
1.01,Very Good,E,SI1,59.9,59.0,5224,6.46,6.49,3.88,162.67055200000001,2,5,2,1
1.27,Very Good,J,SI1,60.9,59.0,5224,6.96,7.04,4.26,208.73318399999997,2,0,2,0
0.91,Good,F,VVS2,62.6,61.0,5225,6.12,6.19,3.85,145.84878,1,4,5,1
1.2,Very Good,J,VS1,62.9,60.0,5226,6.64,6.69,4.19,186.126504,2,0,4,0
1.21,Ideal,G,SI2,62.1,57.0,5226,6.8,6.85,4.24,197.4992,4,3,1,0
1.1,Very Good,D,SI2,61.6,57.0,5226,6.61,6.67,4.09,180.32278300000002,2,6,1,1
1.2,Very Good,I,SI1,61.2,62.0,5226,6.75,6.84,4.16,192.0672,2,1,2,0
1.01,Good,E,SI1,63.6,60.0,5226,6.38,6.32,4.04,162.89926400000002,1,5,2,1
1.01,Very Good,E,SI1,63.4,60.0,5226,6.34,6.3,4.01,160.16742,2,5,2,1
1.01,Good,E,SI1,63.7,58.0,5226,6.36,6.32,4.04,162.38860800000003,1,5,2,1
1.01,Premium,E,SI1,59.0,59.0,5226,6.6,6.56,3.88,167.98847999999995,3,5,2,0
1.22,Premium,I,SI2,62.5,58.0,5226,6.8,6.76,4.24,194.90431999999998,3,1,1,0
1.1,Ideal,G,SI1,62.3,56.0,5226,6.64,6.58,4.12,180.00774399999997,4,3,2,0
1.22,Premium,G,SI2,61.6,62.0,5226,6.79,6.75,4.17,191.12152500000002,3,3,1,0
1.22,Ideal,I,SI2,61.3,57.0,5226,6.91,6.85,4.22,199.74737,4,1,1,0
1.02,Premium,G,SI1,58.9,59.0,5226,6.59,6.55,3.87,167.046615,3,3,2,0
1.01,Premium,E,SI1,60.5,62.0,5226,6.5,6.46,3.92,164.6008,3,5,2,0
0.9,Ideal,D,SI1,61.2,55.0,5226,6.25,6.21,3.81,147.875625,4,6,2,0
1.01,Premium,E,SI1,62.8,60.0,5226,6.39,6.38,4.01,163.480482,3,5,2,0
1.01,Very Good,F,VS2,63.1,57.0,5226,6.39,6.29,4.0,160.7724,2,4,3,1
1.01,Fair,F,VS2,64.5,58.0,5226,6.28,6.18,4.02,156.017808,0,4,3,1
1.01,Very Good,E,SI1,63.1,58.0,5226,6.4,6.31,4.01,161.93984,2,5,2,1
1.0,Very Good,G,VS2,62.8,57.0,5227,6.33,6.37,3.99,160.885179,2,3,3,0
1.0,Very Good,D,SI2,60.5,60.0,5227,6.41,6.44,3.89,160.580756,2,6,1,1
1.05,Premium,H,SI1,61.3,58.0,5228,6.52,6.47,3.98,167.89391199999997,3,2,2,0
1.14,Premium,F,SI1,62.5,59.0,5228,6.67,6.65,4.16,184.51888,3,4,2,0
0.91,Premium,E,VS1,62.9,56.0,5228,6.21,6.13,3.88,147.701124,3,5,4,0
1.01,Very Good,E,SI1,62.4,58.0,5229,6.36,6.4,3.99,162.40896000000004,2,5,2,1
1.04,Ideal,I,VS1,61.8,56.0,5229,6.49,6.51,4.02,169.84459799999996,4,1,4,0
1.01,Good,H,VS2,60.8,61.0,5229,6.43,6.5,3.93,164.25435000000002,1,2,3,1
1.24,Very Good,H,SI2,61.0,59.0,5231,6.93,7.0,4.25,206.1675,2,2,1,0
1.04,Very Good,E,SI1,60.8,60.0,5231,6.49,6.56,3.97,169.020368,2,5,2,1
1.01,Very Good,G,SI1,62.7,58.0,5231,6.35,6.4,4.0,162.56,2,3,2,0
1.24,Very Good,J,SI1,60.0,59.0,5231,6.99,7.04,4.21,207.172416,2,0,2,0
1.01,Ideal,I,VS1,60.3,57.0,5231,6.51,6.53,3.93,167.065479,4,1,4,0
1.11,Ideal,G,SI2,60.7,59.0,5231,6.72,6.76,4.09,185.797248,4,3,1,0
0.26,Very Good,E,VVS2,63.0,58.0,597,4.0,4.03,2.53,40.7836,2,5,5,3
0.26,Very Good,E,VVS2,61.5,58.0,597,4.08,4.12,2.52,42.360192,2,5,5,3
0.26,Very Good,E,VVS2,62.6,58.0,597,4.07,4.11,2.56,42.82291200000001,2,5,5,3
0.26,Very Good,D,VVS2,59.1,59.0,597,4.21,4.28,2.51,45.227188000000005,2,6,5,3
0.26,Very Good,D,VVS2,60.4,59.0,597,4.15,4.19,2.52,43.81902000000001,2,6,5,3
0.26,Very Good,F,VVS1,58.7,58.0,597,4.24,4.25,2.49,44.869800000000005,2,4,6,3
0.26,Very Good,F,VVS1,62.0,59.0,597,4.08,4.15,2.55,43.1766,2,4,6,3
0.26,Very Good,E,VVS1,61.4,58.0,597,4.12,4.15,2.54,43.428920000000005,2,5,6,3
0.26,Very Good,E,VVS1,59.9,58.0,597,4.17,4.18,2.5,43.576499999999996,2,5,6,3
0.26,Ideal,E,VVS2,61.6,57.0,597,4.13,4.18,2.56,44.194303999999995,4,5,5,3
0.26,Ideal,E,VVS2,60.7,56.0,597,4.13,4.17,2.52,43.399691999999995,4,5,5,3
0.4,Ideal,F,SI2,62.5,53.0,597,4.71,4.76,2.96,66.362016,4,4,1,3
0.4,Ideal,F,SI2,62.0,57.0,597,4.7,4.72,2.92,64.77728,4,4,1,3
0.4,Ideal,F,SI2,62.8,55.0,597,4.7,4.73,2.96,65.80376000000001,4,4,1,3
0.4,Ideal,F,SI2,62.1,53.0,597,4.76,4.78,2.96,67.348288,4,4,1,3
